serial_no,procedure_name,cghs_rate,nabh_hospital_rate,non_nabh_hospital_rate,category
1442,Karyotyping (Select CGHS rate code 677 for approved rate),1539.0,1770.0,1539.0,Scan
1443,Fluorescent in situ hybridization (FISH),500.0,575.0,500.0,Surgery
1444,Blood Glucose Random,24.0,28.0,24.0,Surgery
1445,"24 hrs urine for Proteins,Sodium, creatinine",50.0,58.0,50.0,Surgery
1446,Blood Urea Nitrogen,54.0,62.0,54.0,Surgery
1447,Serum Creatinine,55.0,63.0,55.0,Surgery
1448,Urine Bile Pigment and Salt,25.0,29.0,25.0,Surgery
1449,Urine Urobilinogen,20.0,23.0,20.0,Surgery
1450,Urine Ketones,30.0,35.0,30.0,Surgery
1451,Urine Occult Blood,35.0,40.0,35.0,Surgery
1452,Urine total proteins,18.0,21.0,18.0,Surgery
1453,Rheumatoid Factor / Rh Factor test,100.0,115.0,100.0,Test
1454,Bence Jones protein,47.0,54.0,47.0,Surgery
1455,Serum Uric Acid,55.0,63.0,55.0,Surgery
1456,Serum Bilirubin total & direct,80.0,92.0,80.0,Surgery
1457,Serum Iron,90.0,104.0,90.0,Surgery
1458,C-reactive Protein (CRP),100.0,115.0,100.0,Surgery
1459,C-reactive Protein (CRP) Quantitative,160.0,184.0,160.0,Surgery
1460,"Body fluid (CSF/Ascitic Fluid etc.)Sugar, Protein etc.",90.0,104.0,90.0,Surgery
1461,Albumin.,18.0,21.0,18.0,Surgery
1462,Creatinine clearance.,80.0,92.0,80.0,Surgery
1463,Serum Cholesterol,62.0,71.0,62.0,Surgery
1464,Total Iron Binding Capacity (TIBC),80.0,92.0,80.0,Surgery
1465,Glucose (Fasting & PP),47.0,54.0,47.0,Surgery
1466,Serum Calcium –Total,60.0,69.0,60.0,Surgery
1467,Serum Calcium –Ionic,44.0,51.0,44.0,Surgery
1468,Serum Phosphorus,60.0,69.0,60.0,Surgery
1469,Total Protein Alb/Glo Ratio,50.0,58.0,50.0,Surgery
1470,Immunoglobulin G (IgG),250.0,288.0,250.0,Surgery
1471,Immunoglobulin M(IgM),250.0,288.0,250.0,Surgery
1472,Immunoglobulin A(IgA),250.0,288.0,250.0,Surgery
1473,Antinuclear antibody (ANA),200.0,230.0,200.0,Surgery
1474,Anti-double stranded DNA (anti-dsDNA),350.0,403.0,350.0,Surgery
1475,Serum glutamic pyruvic transaminase (SGPT) / Alanine Aminotransferase (ALT),55.0,63.0,55.0,Surgery
1476,Serum Glutamic oxaloacetic transaminase (SGOT) / Aspartate Aminotransferase (AST),55.0,63.0,55.0,Surgery
1477,Serum amylase,117.0,135.0,117.0,Surgery
1478,Serum Lipase,130.0,150.0,130.0,Surgery
1479,Serum Lactate,72.0,83.0,72.0,Surgery
1480,Serum Magnesium,100.0,115.0,100.0,Surgery
1481,Serum Sodium,50.0,58.0,50.0,Surgery
1482,Serum Potassium,50.0,58.0,50.0,Surgery
1483,Serum Ammonia,100.0,115.0,100.0,Surgery
1484,Anemia Profile,204.0,235.0,204.0,Test
1485,Serum Testosterone,150.0,173.0,150.0,Test
1486,Imprint Smear From Endoscopy,240.0,276.0,240.0,Scan
1487,Triglycerides,75.0,86.0,75.0,Surgery
1488,Glucose Tolerance Test (GTT),90.0,104.0,90.0,Test
1489,Triple Marker.,800.0,920.0,800.0,Surgery
1490,Creatine Phosphokinase (CPK)/Creatine Kinase (CK),100.0,115.0,100.0,Surgery
1491,Foetal Haemoglobin (HbF),85.0,98.0,85.0,Surgery
1492,Prothrombin Time (PT),110.0,127.0,110.0,Surgery
1493,Lactate dehydrogenase (LDH),100.0,115.0,100.0,Surgery
1494,Alkaline Phosphatase,60.0,69.0,60.0,Surgery
1495,Acid Phosphatase,78.0,90.0,78.0,Surgery
1496,CPK MB/CK MB,190.0,219.0,190.0,Surgery
1497,CK MB Mass/CPK MB Mass,140.0,161.0,140.0,Surgery
1498,Troponin I,100.0,115.0,100.0,Surgery
1499,Troponin T,600.0,690.0,600.0,Surgery
1500,Glucose-6-Phosphate Dehydrogenase (G6PD),100.0,115.0,100.0,Surgery
1501,Lithium.,130.0,150.0,130.0,Surgery
1502,Dilantin (phenytoin).,400.0,460.0,400.0,Surgery
1503,Carbamazepine.,400.0,460.0,400.0,Surgery
1504,Valproic acid.,300.0,345.0,300.0,Surgery
1505,Ferritin (Select CGHS rate code 1517 for approved rate),250.0,288.0,250.0,Scan
1506,Blood gas analysis / Arterial Blood Gas (ABG),120.0,138.0,120.0,Test
1507,Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes,460.0,529.0,460.0,Test
1508,Urine pregnancy test,65.0,75.0,65.0,Test
1509,Tests for Antiphospholipid antibodies syndrome.,280.0,322.0,280.0,Test
1510,Glycosylated Haemoglobin (HbA1c),130.0,150.0,130.0,Surgery
1511,Haemoglobin Electrophoresis/ Hb HPLC (Select CGHS rate code 1417 for approved rate),100.0,115.0,100.0,Scan
1512,Kidney Function Test (KFT),225.0,259.0,225.0,Test
1513,Liver Function Test (LFT),225.0,259.0,225.0,Test
1514,"Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides)",200.0,230.0,200.0,Test
1515,Serum Iron,90.0,104.0,90.0,Surgery
1516,Total Iron Binding Capacity (Select CGHS rate code 1464 for approved rate),90.0,104.0,90.0,Scan
1517,Serum Ferritin,100.0,115.0,100.0,Surgery
1518,Vitamin B12 assay.,250.0,288.0,250.0,Surgery
1519,Folic Acid assay.,300.0,345.0,300.0,Surgery
1520,"Extended Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides Apo A1,Apo B,Lp (a) )",595.0,684.0,595.0,Test
1521,Apolipoprotein A1 (ApoA1),200.0,230.0,200.0,Surgery
1522,Apolipoprotein B (Apo B),199.0,229.0,199.0,Surgery
1523,Lipoprotein A / Lp A,445.0,512.0,445.0,Surgery
1524,"CD 3,4 and 8 counts",170.0,196.0,170.0,Surgery
1525,"CD 3,4 and 8 percentage",170.0,196.0,170.0,Surgery
1526,Low density lipoprotein (LDL),62.0,71.0,62.0,Surgery
1527,Homocysteine.,400.0,460.0,400.0,Surgery
1528,Haemoglobin (Hb) Electrophoresis/ (Select CGHS rate code 1417 for approved rate),440.0,506.0,440.0,Scan
1529,Serum Electrophoresis.,220.0,253.0,220.0,Surgery
1530,Fibrinogen.,165.0,190.0,165.0,Surgery
1531,Chloride.,60.0,69.0,60.0,Surgery
1532,Magnesium.,150.0,173.0,150.0,Surgery
1533,Gamma-Glutamyl Transpeptidase (GGTP),90.0,104.0,90.0,Surgery
1534,Lipase.,239.0,275.0,239.0,Surgery
1535,Fructosamine.,200.0,230.0,200.0,Surgery
1536,Beta 2 microglobulin (B2M) /β2 microglobulin,90.0,104.0,90.0,Surgery
1537,Catecholamines.,1050.0,1208.0,1050.0,Scan
1539,Prostate Specific antigen (PSA)- Total.,312.0,359.0,312.0,Surgery
1540,Prostate-specific antigen (PSA) - Free.,375.0,431.0,375.0,Surgery
1541,Alpha Fetoprotein (AFP),300.0,345.0,300.0,Surgery
1542,Human chorionic gonadotropin (HCG),289.0,332.0,289.0,Surgery
1543,Cancer Antigen 125 (CA 125),391.0,450.0,391.0,Surgery
1544,Cancer Antigen 19.9 (CA 19.9),616.0,708.0,616.0,Surgery
1545,Cancer Antigen 15.3 (CA 15.3),560.0,644.0,560.0,Surgery
1546,Vanillylmandelic Acid (VMA),350.0,403.0,350.0,Surgery
1547,Calcitonin,500.0,575.0,500.0,Surgery
1548,Carcinoembryonic Antigen (CEA),340.0,391.0,340.0,Surgery
1549,Immunofluorescence,150.0,173.0,150.0,Surgery
1550,Direct(Skin and kidney Disease),425.0,489.0,425.0,Surgery
1551,Indirect (antids DNA Anti Smith ANCA),425.0,489.0,425.0,Scan
1552,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),550.0,633.0,550.0,Surgery
1553,Serum Protein electrophoresis with immunofixation electrophoresis (IFE),300.0,345.0,300.0,Surgery
1554,BETA-2 Microglobulin assay (Select CGHS rate code 1536 for approved rate),100.0,115.0,100.0,Scan
1555,Anti-Cyclic Citrullinated Peptide (Anti CCP),450.0,518.0,450.0,Surgery
1556,Anti-tissue Transglutaminase antibody (Anti TTG Antibody),425.0,489.0,425.0,Surgery
1557,Serum Erythropoietin,425.0,489.0,425.0,Surgery
1558,Adrenocorticotropic Hormone (ACTH),500.0,575.0,500.0,Surgery
1559,"T3, T4, TSH",200.0,230.0,200.0,Surgery
1560,Triiodothyronine- T3,64.0,74.0,64.0,Surgery
1561,Tetraiodothyronine T4,64.0,74.0,64.0,Surgery
1562,Thyroid stimulating hormone (TSH),90.0,104.0,90.0,Surgery
1563,Luteinizing hormone (LH),150.0,173.0,150.0,Surgery
1564,Follicle stimulating hormone (FSH),150.0,173.0,150.0,Surgery
1565,Prolactin,150.0,173.0,150.0,Surgery
1566,Cortisol,250.0,288.0,250.0,Surgery
1567,PTH(Parathormone),500.0,575.0,500.0,Surgery
1568,C-Peptide (C Peptide / Connecting Peptide),330.0,380.0,330.0,Surgery
1569,Insulin.,150.0,173.0,150.0,Surgery
1570,Progesterone.,225.0,259.0,225.0,Surgery
1571,17 Hydroxyprogesterone (17 OH Progesterone),440.0,506.0,440.0,Surgery
1572,Dehydroepiandrosterone sulfate (DHEAS),440.0,506.0,440.0,Surgery
1573,Androstenedione,600.0,690.0,600.0,Surgery
1574,Growth Hormone.,340.0,391.0,340.0,Surgery
1575,Thyroid peroxidase antibody (TPO),300.0,345.0,300.0,Surgery
1576,Thyroglobulin.,300.0,345.0,300.0,Surgery
1577,Hydatic Serology.,318.0,366.0,318.0,Surgery
1578,Anti Sperm Antibodies.,380.0,437.0,380.0,Surgery
1579,Hepatitis B Virus (HBV) DNA Qualitative,2000.0,2300.0,2000.0,Surgery
1580,Hepatitis B Virus (HBV) DNA Quantitative.,1500.0,1725.0,1500.0,Surgery
1581,Hepatitis C Virus (HCV) RNA Qualitative.,1691.0,1945.0,1691.0,Surgery
1582,Human papillomaviruse (HPV) Serology,218.0,251.0,218.0,Surgery
1583,Rota Virus serology,130.0,150.0,130.0,Surgery
1584,PCR for Tuberculosis (TB),900.0,1035.0,900.0,Surgery
1585,PCR for Human immunodeficiency virus (HIV),600.0,690.0,600.0,Surgery
1586,Chlamydae antigen,850.0,978.0,850.0,Surgery
1587,Chlamydae antibody,238.0,274.0,238.0,Surgery
1588,Brucella serology,230.0,265.0,230.0,Surgery
1589,Influenza A serology,943.0,1084.0,943.0,Surgery
1590,USG for Obstetrics - Anomalies scan,1700.0,2000.0,1700.0,Scan
1591,USG Whole abdomen/ KUB,680.0,800.0,680.0,Scan
1592,USG Pelvis/ Gynaec,425.0,500.0,425.0,Scan
1593,"Small parts USG ( scrotum, thyroid , parathyroid etc)",349.0,401.0,349.0,Scan
1594,Neonatal head (Tranfontanellar),425.0,489.0,425.0,Surgery
1595,Neonatal spine,500.0,575.0,500.0,Surgery
1596,Contrast enhanced USG,900.0,1035.0,900.0,Scan
1597,USG Breast,680.0,800.0,680.0,Scan
1598,HSG,2040.0,2400.0,2040.0,Surgery
1599,Carotid Doppler,850.0,978.0,850.0,Scan
1600,Arterial Colour Doppler,706.0,812.0,706.0,Scan
1601,Venous Colour Doppler,706.0,812.0,706.0,Scan
1602,"Colour Doppler, renal arteries/any other organ",800.0,920.0,800.0,Scan
1603,USG guided FNAC,1530.0,1800.0,1530.0,Scan
1604,USG guided intervention - biopsy,720.0,828.0,720.0,Scan
1605,USG guided intervention - nephrostomy,800.0,920.0,800.0,Scan
1606,Abdomen AP Supine or Erect (One film),215.0,250.0,215.0,Scan
1607,Abdomen Lateral view (one film),128.0,147.0,128.0,Surgery
1608,Chest X-ray PA View (one film),195.0,230.0,195.0,Scan
1609,Chest X-ray lateral View (one film),195.0,230.0,195.0,Scan
1610,"Mastoids: Towne view, oblique views (3 films)",250.0,288.0,250.0,Surgery
1611,"Extremities, bones & Joints AP & Lateral views (Two films)",255.0,293.0,255.0,Surgery
1612,Pelvis AP (one film),110.0,127.0,110.0,Surgery
1613,Temporomandibular (TM) Joints (one film),110.0,127.0,110.0,Surgery
1614,Abdomen & Pelvis for KUB,128.0,147.0,128.0,Surgery
1615,Skull AP & Lateral (2 films),255.0,293.0,255.0,Surgery
1616,Spine AP & Lateral (2 films),250.0,288.0,250.0,Surgery
1617,PNS view (1 film),110.0,127.0,110.0,Surgery
1618,Barium Swallow,510.0,587.0,510.0,Surgery
1619,Barium Upper GI study,800.0,920.0,800.0,Surgery
1620,Barium Upper GI study (Double contrast),935.0,1075.0,935.0,Surgery
1621,Barium Meal follow through,935.0,1075.0,935.0,Surgery
1622,Barium Enema (Single contrast/double contrast),850.0,978.0,850.0,Surgery
1623,Small bowel enteroclysis,1020.0,1173.0,1020.0,Surgery
1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),2500.0,2875.0,2500.0,Surgery
1625,General:Fistulography / Sinography/Sialography /Dacrocystography/ T-Tube cholangiogram /Nephrostogram,638.0,734.0,638.0,Scan
1626,Percutaneous transhepatic cholangiography (PTC),1440.0,1656.0,1440.0,Scan
1627,Intravenous Pyelography (IVP),1400.0,1650.0,1400.0,Surgery
1628,Micturating Cystourethrography (MCU),950.0,1120.0,950.0,Surgery
1629,Retrograde Urethrography (RGU),950.0,1120.0,950.0,Surgery
1630,Contrast Hystero-Salpingography (HSG),1020.0,1173.0,1020.0,Surgery
1631,X-ray Arthrography,700.0,805.0,700.0,Scan
1632,Cephalography,150.0,173.0,150.0,Surgery
1633,Myelography,2750.0,3163.0,2750.0,Surgery
1634,Diagnostic Digital Subtraction Angiography (DSA),1749.0,2011.0,1749.0,Scan
1635,Mammography B/L,1170.0,1375.0,1170.0,Surgery
1636,MRI Mammography,2550.0,2933.0,2550.0,Scan
1637,NCCT Head,880.0,1035.0,880.0,Scan
1638,CT Scan Head- with Contrast -With Contrast including CT angiography,1350.0,1553.0,1350.0,Scan
1639,CT Scan Chest - without contrast (for lungs),1700.0,1955.0,1700.0,Scan
1640,CT Scan Lower Abdomen (incl. Pelvis) With Contrast,1700.0,1955.0,1700.0,Scan
1641,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast,1500.0,1725.0,1500.0,Scan
1642,CT Scan Whole Abdomen Without Contrast,3000.0,3450.0,3000.0,Scan
1643,CT Scan Whole Abdomen With Contrast,4500.0,5175.0,4500.0,Scan
1644,Triple Phase CT abdomen,4500.0,5175.0,4500.0,Scan
1645,CT Scan angiography abdomen/ Chest,4500.0,5175.0,4500.0,Scan
1646,CT Scan Enteroclysis,6000.0,6900.0,6000.0,Scan
1647,CT Scan Neck – Without Contrast,1500.0,1725.0,1500.0,Scan
1648,CT Scan Neck – With Contrast,1870.0,2151.0,1870.0,Scan
1649,CT Scan Orbits - Without Contrast,1190.0,1369.0,1190.0,Scan
1650,CT Scan Orbits - With Contrast,1615.0,1857.0,1615.0,Scan
1651,CT Scan of Para Nasal Sinuses- Without Contrast,900.0,1035.0,900.0,Scan
1652,CT Scan of Para Nasal Sinuses - With Contrast,1600.0,1840.0,1600.0,Scan
1653,"CT Scan Spine (Cervical, Dorsal, Lumbar, Sacral)–without Contrast",1500.0,1725.0,1500.0,Scan
1654,CT Scan Temporal bone – without contrast,893.0,1027.0,893.0,Scan
1655,CT Scan- Dental,1275.0,1466.0,1275.0,Scan
1656,CT Scan Limbs -Without Contrast,1700.0,1955.0,1700.0,Scan
1657,CT Scan Limbs -With Contrast including CT angiography,2253.0,2591.0,2253.0,Scan
1658,CT Guided intervention –FNAC,1200.0,1380.0,1200.0,Scan
1659,CT Guided Trucut Biopsy,1200.0,1380.0,1200.0,Scan
1660,CT Guided intervention -percutaneous catheter drainage/tube placement,1305.0,1501.0,1305.0,Scan
1661,MRI Brain,2125.0,2500.0,2125.0,Scan
1662,MRI Head – With Contrast,2848.0,3275.0,2848.0,Scan
1663,MRI Orbit,1445.0,1700.0,1445.0,Scan
1664,MRI Orbits – With Contrast,2000.0,2300.0,2000.0,Scan
1665,MRI Nasopharynx and PNS – Without Contrast,2450.0,2818.0,2450.0,Scan
1666,MRI Nasopharynx and PNS – With Contrast,3500.0,4025.0,3500.0,Scan
1667,MR for Salivary Glands with Sialography,3000.0,3450.0,3000.0,Surgery
1668,MRI Neck - Without Contrast,3000.0,3450.0,3000.0,Scan
1669,MRI Neck- with contrast,5000.0,5750.0,5000.0,Scan
1670,MRI Shoulder – Without contrast,2000.0,2300.0,2000.0,Scan
1671,MRI Shoulder – With contrast,2600.0,2990.0,2600.0,Scan
1672,MRI shoulder both Joints - Without contrast,3000.0,3450.0,3000.0,Scan
1673,MRI Shoulder both joints – With contrast,4000.0,4600.0,4000.0,Scan
1674,MRI Wrist Single joint - Without contrast,2550.0,3000.0,2550.0,Scan
1675,MRI Wrist Single joint - With contrast,4000.0,4600.0,4000.0,Scan
1676,MRI Wrist Both joints - Without contrast,3400.0,4000.0,3400.0,Scan
1677,MRI Wrist Both joints - With contrast,5000.0,5750.0,5000.0,Scan
1678,MRI knee single joint - Without contrast,2550.0,3000.0,2550.0,Scan
1679,MRI knee Single joint - With contrast,5000.0,5750.0,5000.0,Scan
1680,MRI knees Both joints - Without contrast,3400.0,4000.0,3400.0,Scan
1681,MRI knee both joints - With contrast,5000.0,5750.0,5000.0,Scan
1682,MRI Ankle Single joint - Without contrast,2125.0,2444.0,2125.0,Scan
1683,MRI Ankle single joint - With contrast,4250.0,5000.0,4250.0,Scan
1684,MRI Ankle Both joints - With contrast,5525.0,6500.0,5525.0,Scan
1685,MRI Ankle both joints - Without contrast,2500.0,2875.0,2500.0,Scan
1686,MRI Hip - With contrast,2500.0,2875.0,2500.0,Scan
1687,MRI Hip – without contrast,2125.0,2444.0,2125.0,Scan
1688,MRI Pelvis – Without Contrast,2125.0,2444.0,2125.0,Scan
1689,MRI Pelvis – with contrast,5000.0,5750.0,5000.0,Scan
1690,MRI Extremities - With contrast,5000.0,5750.0,5000.0,Scan
1691,MRI Extremities - Without contrast,2125.0,2444.0,2125.0,Scan
1692,MRI Temporomandibular – B/L - With contrast,4000.0,4600.0,4000.0,Scan
1693,MRI Temporomandibular – B/L - Without contrast,2125.0,2444.0,2125.0,Scan
1694,MR Temporal Bone/ Inner ear with contrast,4000.0,4600.0,4000.0,Surgery
1695,MR Temporal Bone/ Inner ear without contrast,2500.0,2875.0,2500.0,Surgery
1696,MRI Abdomen – Without Contrast,2125.0,2444.0,2125.0,Scan
1697,MRI Abdomen – With Contrast,5000.0,5750.0,5000.0,Scan
1698,MRI Breast - With Contrast,4250.0,4888.0,4250.0,Scan
1699,MRI Breast - Without Contrast,2125.0,2444.0,2125.0,Scan
1700,MRI whole Spine Screening,1700.0,2000.0,1700.0,Scan
1701,MRI Chest – Without Contrast,2125.0,2444.0,2125.0,Scan
1702,MRI Chest – With Contrast,4000.0,4600.0,4000.0,Scan
1703,MRI whole Spine,3400.0,4000.0,3400.0,Scan
1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,4000.0,4600.0,4000.0,Scan
1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,2125.0,2444.0,2125.0,Scan
1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,4000.0,4600.0,4000.0,Scan
1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,2125.0,2444.0,2125.0,Scan
1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,5000.0,5750.0,5000.0,Scan
1709,Whole body MRI (For oncological workup),5100.0,5865.0,5100.0,Scan
1710,MR cholecysto-pancreatography.,5500.0,6325.0,5500.0,Surgery
1711,MRI Angiography - with contrast,5000.0,5750.0,5000.0,Scan
1712,MR Enteroclysis,2125.0,2444.0,2125.0,Surgery
1713,Dexa Scan Bone Densitometry - Two sites,1500.0,1725.0,1500.0,Scan
1714,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)",2000.0,2300.0,2000.0,Scan
1715,Dexa Scan Bone Densitometry Whole body,2450.0,2818.0,2450.0,Scan
1716,Electroencephalogram (EEG)/ Video EEG,298.0,343.0,298.0,Scan
1717,Electromyography (EMG),638.0,734.0,638.0,Surgery
1718,Nerve Conduction Velocity(NCV) (at least 2 limbs),638.0,734.0,638.0,Surgery
1719,Repititive nerve stimulation (RNS)-Decremental response (before and after neostigmine),595.0,684.0,595.0,Surgery
1720,Repetitive nerve stimulation (RNS)-Incremental response,595.0,684.0,595.0,Scan
1721,Somatosensory evoked potentials (SSEP),638.0,734.0,638.0,Surgery
1722,Polysomnography (PSG) / Sleep study,638.0,734.0,638.0,Surgery
1723,Brachial plexus study,638.0,734.0,638.0,Surgery
1724,Muscle biopsy,383.0,440.0,383.0,Surgery
1725,Acetylcholine receptor (AChR) antibody titre,1848.0,2125.0,1848.0,Surgery
1726,Anti muscle specific receptor tyrosine kinase (Anti MuSK) antibody titre,2340.0,2691.0,2340.0,Surgery
1727,Serum copper,500.0,575.0,500.0,Surgery
1728,Serum ceruloplasmin,450.0,518.0,450.0,Surgery
1729,Urinary copper,500.0,575.0,500.0,Surgery
1730,Serum homocysteine,450.0,518.0,450.0,Surgery
1731,Serum valproate level,315.0,362.0,315.0,Surgery
1732,Serum phenobarbitone level,350.0,403.0,350.0,Surgery
1733,Coagulation profile,553.0,636.0,553.0,Test
1734,"Protein C, Protein S, Antithrombin–III (Select CGHS rate code 1413 for approved rates)",2400.0,2760.0,2400.0,Scan
1735,Serum lactate level (Select CGHS rate code 1479 for approved rate),450.0,518.0,450.0,Scan
1736,"Basic studies including cell count, protein, sugar, gram stain,India Ink preparation and smear for AFP",240.0,276.0,240.0,Surgery
1737,Special studies,1000.0,1150.0,1000.0,Surgery
1738,PCR for tuberculosis/ Herpes simplex,1200.0,1380.0,1200.0,Surgery
1739,Bacterial culture and sensitivity,200.0,230.0,200.0,Surgery
1740,Mycobacterial culture and sensitivity,200.0,230.0,200.0,Surgery
1741,Fungal culture,128.0,147.0,128.0,Surgery
1742,Malignant cells,64.0,74.0,64.0,Surgery
1743,Anti measles antibody titre (with serum antibody titre),890.0,1024.0,890.0,Surgery
1744,Viral culture,255.0,293.0,255.0,Surgery
1745,"Antibody titre (Herpes simplex, cytomegalo virus, flavivirus, zoster varicella virus)",760.0,874.0,760.0,Surgery
1746,Oligoclonal band,1200.0,1380.0,1200.0,Surgery
1747,Myelin Basic protein,1871.0,2152.0,1871.0,Surgery
1748,Lactate (Select CGHS rate code 1479 for approved rate),298.0,343.0,298.0,Scan
1749,Cryptococcal antigen,1138.0,1309.0,1138.0,Surgery
1750,D-xylase test,850.0,978.0,850.0,Test
1751,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase (Select CGHS rate code 1335 for approved rate),850.0,978.0,850.0,Scan
1752,Breath tests (select CGHS rate code 1336 for approved rate),1300.0,1495.0,1300.0,Scan
1753,H pylori serology for Coeliac disease /Celiac disease,500.0,575.0,500.0,Surgery
1754,HBV genotyping,2500.0,2875.0,2500.0,Surgery
1755,HCV genotyping,4875.0,5606.0,4875.0,Surgery
1756,Urinary vanillylmandelic acid (VMA),1500.0,1725.0,1500.0,Surgery
1757,Urinary metanephrine/Normetanephrine,1138.0,1309.0,1138.0,Surgery
1758,Urinary free catecholamine,1690.0,1944.0,1690.0,Scan
1759,Serum catecholamine,3400.0,3910.0,3400.0,Scan
1760,Serum aldosterone,1125.0,1294.0,1125.0,Surgery
1761,24 Hr urinary aldosterone,920.0,1058.0,920.0,Surgery
1762,Plasma renin activity,1000.0,1150.0,1000.0,Surgery
1763,Serum aldosterone/renin ratio,1200.0,1380.0,1200.0,Surgery
1764,Osmolality urine,128.0,147.0,128.0,Surgery
1765,Osmolality serum,128.0,147.0,128.0,Surgery
1766,Urinary sodium,80.0,92.0,80.0,Surgery
1767,Urinary Chloride,43.0,49.0,43.0,Surgery
1768,Urinary potassium,80.0,92.0,80.0,Surgery
1769,Urinary calcium,80.0,92.0,80.0,Surgery
1770,Thyroid binding globulin,510.0,587.0,510.0,Surgery
1771,24 hour urinary free cortisole,200.0,230.0,200.0,Surgery
1772,Islet cell antibody,750.0,863.0,750.0,Surgery
1773,Glutamic Acid Decarboxylase Autoantibodies test (GAD antibodies),1330.0,1530.0,1330.0,Test
1774,Insulin associated antibody,449.0,516.0,449.0,Surgery
1775,Insulin-like growth factor-1 (IGF-1),1500.0,1725.0,1500.0,Surgery
1776,Insulin-like growth factor binding protein 3 (IGF-BP3),1650.0,1898.0,1650.0,Surgery
1777,Sex hormone binding globulin,1333.0,1533.0,1333.0,Surgery
1778,USG guided FNAC thyroid gland,387.0,445.0,387.0,Scan
1779,Estradiol (E2),208.0,239.0,208.0,Surgery
1780,Thyroglobulin antibody,587.0,675.0,587.0,Surgery
1781,"Kappa Lambda Light Chains, Free, Serum/ Serum free light chains (SFLC)",3500.0,4025.0,3500.0,Surgery
1782,Serum IGE Level,300.0,345.0,300.0,Surgery
1783,NT-Pro BNP,1800.0,2070.0,1800.0,Surgery
1784,CECT Thorax,2445.0,2875.0,2445.0,Scan
1785,MRI-Prostate (Multi-parametric) (Including CD),6000.0,6900.0,6000.0,Scan
1786,HCV RNA Quantitative,1500.0,1725.0,1500.0,Surgery
1787,Tacrolimus,2300.0,2645.0,2300.0,Surgery
1788,"Protein Creatinine Ratio (PCR), Urine / Albumen Creatinine Ratio (ACR), Urine",120.0,138.0,120.0,Surgery
1789,Fibroscan Liver,1000.0,1150.0,1000.0,Scan
1790,HLA B27 (PCR),500.0,575.0,500.0,Surgery
1791,Mantoux Test,175.0,200.0,175.0,Test
1792,Procalcitonin,1800.0,2070.0,1800.0,Surgery
1793,TORCH Test,1120.0,1288.0,1120.0,Test
1794,Intracoronary optical coherence tomography (OCT) / Intravascular) optical coherence tomography (IVOCT) Intravascular Ventricular Assist System,65000.0,65000.0,65000.0,Scan
1796,Anti –Smooth Muscle Antibody Test (ASMA),1241.0,1460.0,1241.0,Test
1797,C ANCA-IFA,1275.0,1500.0,1275.0,Surgery
1798,P ANCA-IFA,1275.0,1500.0,1275.0,Surgery
1799,Angiotensin converting enzyme (ACE),850.0,1000.0,850.0,Surgery
1800,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Using New Needle,15614.0,18370.0,15614.0,Scan
1801,Extractable Nuclear Antigens (ENA) - Quantitative,3910.0,4600.0,3910.0,Surgery
1802,Chromogranin A,4250.0,5000.0,4250.0,Surgery
1803,Faecal calprotectin (fecal calprotectin),2320.0,2730.0,2320.0,Surgery
1804,C3-COMPLEMENT,552.0,650.0,552.0,Surgery
1805,C4-COMPLEMENT,552.0,650.0,552.0,Surgery
1806,Genexpert Test,880.0,1035.0,880.0,Test
1807,DJ stent removal,7395.0,8700.0,7395.0,Surgery
1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425.0,500.0,425.0,Test
1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750.0,15000.0,12750.0,Scan
1810,CT Urography,3825.0,4500.0,3825.0,Scan
1811,Video Laryngoscopy,5100.0,6000.0,5100.0,Surgery
1812,CT Angio-Neck Vessels,5100.0,6000.0,5100.0,Scan
1813,H1N1 (RT-PCR),921.0,1084.0,921.0,Surgery
1815,Anti HEV IgM,850.0,1000.0,850.0,Surgery
1816,Anti HAV IgM,637.0,750.0,637.0,Surgery
1817,HBsAg Quantitative,552.0,650.0,552.0,Surgery
1818,Typhidot IgM,340.0,400.0,340.0,Surgery
1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),408.0,480.0,408.0,Surgery
1820,Anti HBs,552.0,650.0,552.0,Surgery
1821,Free Triiodothyronine (FT3),106.0,125.0,106.0,Surgery
1822,Free Thyroxine (FT4),106.0,125.0,106.0,Surgery
1823,Widal Test,60.0,70.0,60.0,Test
