hospital_id,hospital_name,city,state,pincode,hospital_type,ownership_type,rating,beds,specialities,source_type,record_nature
HOSP00119,Care Thrissur Hospital,Thrissur,Kerala,491089,Super Speciality,Government,4.7,150,"Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00120,Apex Bhopal Hospital,Bhopal,Madhya Pradesh,374040,Multispeciality,Private,4.6,300,"Cardiology, Gynaecology, Diagnostics, Neurology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00121,Sanjeevani Itanagar Health Centre,Itanagar,Arunachal Pradesh,338599,Diagnostic Centre,Trust,4.5,150,"Cardiology, Orthopedics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00122,Harmony Coimbatore Clinic Unit 1,Coimbatore,Tamil Nadu,669384,Diagnostic Centre,Private,4.2,200,"Cardiology, Oncology, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00123,Apex Gangtok MultiSpeciality Hospital Unit 1,Gangtok,Sikkim,132098,Clinic,Private,4.4,75,"General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00124,Harmony Karimnagar Health Centre,Karimnagar,Telangana,828535,Diagnostic Centre,Private,4.8,100,"Emergency, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00125,Lotus Mumbai Clinic,Mumbai,Maharashtra,425505,Multispeciality,Charitable,3.9,75,"Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00126,Shree Faridabad Medical Centre Unit 1,Faridabad,Haryana,145528,Diagnostic Centre,Government,4.7,150,"Cardiology, Nephrology, Emergency, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00127,Guardian Delhi MultiSpeciality Hospital,Delhi,Delhi,842412,Diagnostic Centre,Trust,4.6,30,"Emergency, Cardiology, Oncology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00128,Veda Kannur Super Speciality Hospital,Kannur,Kerala,782529,Super Speciality,Private,3.2,15,"Nephrology, Orthopedics, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00129,WellCare Gorakhpur Medical Centre,Gorakhpur,Uttar Pradesh,371729,Super Speciality,Private,3.3,30,"Diagnostics, Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00130,Lotus Bilaspur Clinic Unit 1,Bilaspur,Chhattisgarh,405486,Clinic,Private,4.4,100,"Cardiology, Neurology, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00131,Sunrise Gurugram Clinic Unit 1,Gurugram,Haryana,131742,Diagnostic Centre,Charitable,4.7,50,"Emergency, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00132,City Ahmedabad Clinic,Ahmedabad,Gujarat,530516,Clinic,Private,4.6,15,"Diagnostics, Pediatrics, Orthopedics, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00133,Sunrise Gorakhpur Health Centre,Gorakhpur,Uttar Pradesh,816332,Multispeciality,Private,4.1,200,"Cardiology, Gynaecology, Emergency, Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00134,Prime Rajahmundry Super Speciality Hospital Unit 1,Rajahmundry,Andhra Pradesh,739233,Diagnostic Centre,Private,3.9,50,"Pediatrics, Gynaecology, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00135,Sunrise Pune Clinic Unit 1,Pune,Maharashtra,757685,Clinic,Private,4.9,50,"Gynaecology, Oncology, Nephrology, General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00136,Fortune Visakhapatnam Medical Centre Unit 1,Visakhapatnam,Andhra Pradesh,512125,Super Speciality,Charitable,3.9,50,"Diagnostics, Pediatrics, Cardiology, General Medicine, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00137,Care Chennai Hospital,Chennai,Tamil Nadu,745830,Super Speciality,Charitable,4.0,100,"General Medicine, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00138,Crystal Imphal Health Centre,Imphal,Manipur,248662,Diagnostic Centre,Private,3.9,100,"Diagnostics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00139,Harmony Itanagar Medical Centre,Itanagar,Arunachal Pradesh,204003,Diagnostic Centre,Charitable,4.7,30,"Emergency, Neurology, Orthopedics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00140,Lifeline Kanpur MultiSpeciality Hospital,Kanpur,Uttar Pradesh,488109,Multispeciality,Charitable,4.0,75,"Pediatrics, Diagnostics, Emergency, Nephrology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00141,Guardian Cuttack Medical Centre,Cuttack,Odisha,692668,Super Speciality,Trust,4.0,30,"General Medicine, Gynaecology, Orthopedics, Diagnostics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00142,Sunrise Madurai Hospital,Madurai,Tamil Nadu,231661,Diagnostic Centre,Private,4.4,150,"General Medicine, Nephrology, Oncology, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00143,Fortune Prayagraj Clinic,Prayagraj,Uttar Pradesh,239661,Diagnostic Centre,Private,4.4,30,"Cardiology, Gynaecology, Pediatrics, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00144,Sunrise Mathura Super Speciality Hospital,Mathura,Uttar Pradesh,721894,Super Speciality,Government,4.3,50,"Emergency, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00145,Guardian Jodhpur Hospital Unit 1,Jodhpur,Rajasthan,137224,Clinic,Trust,4.4,100,"Cardiology, Neurology, Oncology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00146,Lifeline Vadodara MultiSpeciality Hospital,Vadodara,Gujarat,586112,Clinic,Private,4.0,200,"Diagnostics, General Medicine, Oncology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00147,Veda Coimbatore Clinic,Coimbatore,Tamil Nadu,245603,Super Speciality,Charitable,4.9,500,"General Medicine, Pediatrics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00148,Care Silchar Super Speciality Hospital,Silchar,Assam,528234,Multispeciality,Private,4.2,20,"Orthopedics, Gynaecology, Neurology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00149,Aarogya Nashik Medical Centre Unit 1,Nashik,Maharashtra,236461,Clinic,Private,3.9,30,"Nephrology, Neurology, Pediatrics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00150,Veda Gurugram Medical Centre Unit 1,Gurugram,Haryana,319581,Super Speciality,Government,4.6,300,"Nephrology, Neurology, Diagnostics, Orthopedics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00151,Veda Gandhinagar Clinic,Gandhinagar,Gujarat,305409,Multispeciality,Trust,4.6,500,"Neurology, Cardiology, General Medicine, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00152,Lotus Davanagere Super Speciality Hospital Unit 2,Davanagere,Karnataka,662892,Clinic,Government,4.4,200,"Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00153,Guardian Ajmer Hospital Unit 1,Ajmer,Rajasthan,370733,Diagnostic Centre,Private,4.9,75,"Pediatrics, General Medicine, Cardiology, Emergency, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00154,Lifeline Tirupati Health Centre Unit 1,Tirupati,Andhra Pradesh,375689,Diagnostic Centre,Private,4.0,500,"Pediatrics, Cardiology, General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00155,Lotus Kanpur Medical Centre Unit 1,Kanpur,Uttar Pradesh,848595,Clinic,Trust,3.3,150,"Oncology, Nephrology, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00156,Harmony Surat MultiSpeciality Hospital,Surat,Gujarat,381915,Clinic,Private,3.3,500,"Neurology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00157,Aarogya Amritsar Hospital Unit 1,Amritsar,Punjab,592516,Diagnostic Centre,Private,3.5,200,"Diagnostics, Nephrology, Pediatrics, Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00158,Medistar Kochi Super Speciality Hospital Unit 1,Kochi,Kerala,124550,Diagnostic Centre,Trust,3.3,30,"Cardiology, General Medicine, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00159,Aarogya Surat Medical Centre,Surat,Gujarat,766471,Diagnostic Centre,Government,4.3,150,"Cardiology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00160,Metro Surat Clinic Unit 1,Surat,Gujarat,846728,Diagnostic Centre,Private,3.5,30,"Nephrology, Diagnostics, General Medicine, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00161,Pioneer Chennai Medical Centre Unit 1,Chennai,Tamil Nadu,163396,Clinic,Private,4.6,150,"General Medicine, Cardiology, Neurology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00162,Fortune Mangaluru Super Speciality Hospital Unit 1,Mangaluru,Karnataka,729750,Super Speciality,Private,3.9,300,"Gynaecology, General Medicine, Emergency, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00163,Sanjeevani Surat Health Centre Unit 1,Surat,Gujarat,232622,Multispeciality,Private,4.3,200,"Diagnostics, Oncology, Nephrology, Emergency, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00164,Aarogya Sagar Medical Centre Unit 1,Sagar,Madhya Pradesh,353378,Super Speciality,Government,4.0,200,"Diagnostics, Oncology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00165,Metro Moradabad MultiSpeciality Hospital,Moradabad,Uttar Pradesh,605269,Diagnostic Centre,Charitable,4.6,100,"Diagnostics, Gynaecology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00166,City Chennai Super Speciality Hospital,Chennai,Tamil Nadu,626095,Diagnostic Centre,Private,3.5,500,"Neurology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00167,Prime Ranchi Medical Centre Unit 1,Ranchi,Jharkhand,383478,Clinic,Government,4.9,100,"Orthopedics, Diagnostics, General Medicine, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00168,City Kolhapur MultiSpeciality Hospital,Kolhapur,Maharashtra,344982,Diagnostic Centre,Private,3.6,300,"Pediatrics, Oncology, Emergency, Neurology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00169,Nova Vadodara MultiSpeciality Hospital,Vadodara,Gujarat,812007,Clinic,Trust,4.7,500,"General Medicine, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00170,Lotus Nagpur Hospital Unit 1,Nagpur,Maharashtra,699796,Multispeciality,Trust,4.2,20,"Emergency, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00171,Sunrise Kollam Super Speciality Hospital,Kollam,Kerala,416314,Multispeciality,Trust,4.7,30,"Emergency, Nephrology, Cardiology, Diagnostics, Oncology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00172,Medistar Salem MultiSpeciality Hospital,Salem,Tamil Nadu,116908,Clinic,Private,3.5,150,"Nephrology, Oncology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00173,Crystal Bhubaneswar Medical Centre Unit 1,Bhubaneswar,Odisha,488163,Multispeciality,Private,4.4,150,"Orthopedics, Emergency, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00174,Apex Siliguri Medical Centre Unit 1,Siliguri,West Bengal,651229,Diagnostic Centre,Private,3.9,200,"General Medicine, Nephrology, Orthopedics, Neurology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00175,Aarogya Howrah Super Speciality Hospital,Howrah,West Bengal,565158,Multispeciality,Private,3.7,30,"Neurology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00176,Metro Agra Health Centre,Agra,Uttar Pradesh,420090,Multispeciality,Charitable,4.9,300,"Neurology, Emergency, Pediatrics, Oncology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00177,Sanjeevani Jaipur MultiSpeciality Hospital,Jaipur,Rajasthan,263996,Multispeciality,Trust,4.7,500,"Nephrology, Gynaecology, Diagnostics, Oncology, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00178,WellCare Kota Medical Centre,Kota,Rajasthan,242127,Super Speciality,Private,4.1,150,"Gynaecology, Cardiology, Pediatrics, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00179,Sanjeevani Jodhpur Super Speciality Hospital,Jodhpur,Rajasthan,731286,Clinic,Private,4.7,300,"Gynaecology, Pediatrics, Neurology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00180,Lifeline Bhubaneswar Super Speciality Hospital,Bhubaneswar,Odisha,481693,Multispeciality,Trust,3.6,300,"General Medicine, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00181,Lotus Silchar MultiSpeciality Hospital Unit 1,Silchar,Assam,703072,Multispeciality,Private,4.9,500,"Oncology, Pediatrics, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00182,Pioneer Solapur Super Speciality Hospital,Solapur,Maharashtra,220339,Clinic,Government,4.1,50,"Emergency, Gynaecology, Oncology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00183,Lifeline Jamnagar Medical Centre,Jamnagar,Gujarat,555527,Diagnostic Centre,Trust,3.3,15,"Nephrology, Gynaecology, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00184,City Jaipur MultiSpeciality Hospital,Jaipur,Rajasthan,386503,Diagnostic Centre,Government,4.1,150,"Neurology, Nephrology, Emergency, Oncology, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00185,Sunrise Srinagar Medical Centre,Srinagar,Jammu and Kashmir,664845,Clinic,Private,4.0,300,"Gynaecology, Nephrology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00186,Fortune Amritsar Hospital,Amritsar,Punjab,740824,Clinic,Charitable,3.8,20,"Cardiology, Diagnostics, Oncology, Pediatrics, Orthopedics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00187,Care Saharanpur Health Centre,Saharanpur,Uttar Pradesh,427992,Clinic,Private,3.7,100,"Nephrology, General Medicine, Orthopedics, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00188,Pioneer Raipur Clinic Unit 1,Raipur,Chhattisgarh,336054,Multispeciality,Charitable,3.7,75,"Nephrology, General Medicine, Cardiology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00189,Nova Agra MultiSpeciality Hospital,Agra,Uttar Pradesh,434746,Multispeciality,Trust,3.9,500,"Oncology, Neurology, Nephrology, Emergency, Diagnostics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00190,Veda Gwalior Medical Centre,Gwalior,Madhya Pradesh,809632,Clinic,Private,4.0,200,"Orthopedics, Oncology, Cardiology, Neurology, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00191,Veda Jodhpur Clinic,Jodhpur,Rajasthan,158046,Diagnostic Centre,Private,3.9,300,"Pediatrics, Cardiology, Orthopedics, Oncology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00192,Pioneer Meerut Super Speciality Hospital Unit 1,Meerut,Uttar Pradesh,199289,Super Speciality,Government,3.4,300,"Diagnostics, Emergency, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00193,Pioneer Raipur Health Centre,Raipur,Chhattisgarh,236127,Clinic,Trust,4.1,15,"General Medicine, Pediatrics, Gynaecology",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00194,Apex Palakkad Super Speciality Hospital Unit 1,Palakkad,Kerala,531316,Diagnostic Centre,Private,4.1,100,"Nephrology, General Medicine",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00195,Sanjeevani Ajmer Clinic,Ajmer,Rajasthan,510568,Clinic,Private,4.7,100,"Cardiology, Diagnostics, Emergency, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00196,Sunrise Saharanpur MultiSpeciality Hospital,Saharanpur,Uttar Pradesh,431698,Clinic,Private,4.5,30,"Orthopedics, General Medicine, Oncology, Cardiology, Emergency",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
HOSP00197,Care Madurai MultiSpeciality Hospital Unit 1,Madurai,Tamil Nadu,380464,Diagnostic Centre,Private,3.4,100,"Cardiology, General Medicine, Gynaecology, Diagnostics, Pediatrics",hybrid_augmented_demo,synthetic_hospital_record_using_real_indian_city_coverage
